Exercício,Categoria,Vídeo,alongamento,contraindicacoes,rehab_tags,movement_pattern
Prancha com as maos na bola,Transverso do Abdômen,https://youtube.com/shorts/zZEyV4fxxsk?feature=share,0,hernia_abdominal;lesao_cervical;hiperextensao_lombar;instabilidade_articular_ombro;dores_articulares_graves,estabilidade_core;reabilitacao_lombar;fortalecimento_abdominal;equilibrio;propriocepcao,isometric
Abdominal Obliquos no solo com perna cruzada,Oblíquos,https://youtube.com/shorts/QJ0cW8patNo?feature=share,0,hernia_abdominal;distensao_muscular_lombar;escoliose_grave;gravidez_terceiro_trimestre;protrusao_discal,core_stabilization;reabilitacao_lombar;flexibilidade_abdominal;recuperacao_lesao_obliquo,isometric
Afundo completo + parcial ambaixo,Quadríceps,https://youtube.com/shorts/drqkMF4A-Ok?feature=share,0,lesao_quadriceps;instabilidade_joelho;artrose_grave_joelho;hernia_inginal;dores_lombares_agudas;nenhuma,reabilitacao_quadriceps;estabilidade_joelho;forca_membros_inferiores;equilibrio;progressao_exercicio,unilateral
Tríceps testa com barra w,Tríceps Braquial,https://youtube.com/shorts/Hiolc8ceqQ8?feature=share,0,lesao_ombro;tenossinovite_quirodactilar;epicondilite_lateral;hipertensao_descontrolada;nenhuma,triceps;ombro_estavel;reabilitacao_cotovelo;fortalecimento_excentrico;progressao_exercicios,push
Triceps francês com corda na polia,Tríceps Braquial,https://youtube.com/shorts/QjM7oBljoKU?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_articular_ombro;tenossinovite_cotovelo;artrose_cotovelo,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;reducao_carga_articular,pull
Triceps pulley invertido,Tríceps Braquial,https://youtube.com/shorts/UnklnssKI0s?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_articular_ombro;tenossinovite_tendao_triceps;artrite_ombro,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;recuperacao_tendao,pull
Supino inclinado 30° halteres,Peitoral Maior,https://youtube.com/shorts/iDBF8LsfiOA?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;hernia_discal_cervical;nenhuma,reabilitacao_ombro;fortalecimento_peitoral;estabilidade_scapular;progressao_exercicios,push
Agachamento hack Angular elástico unilateral,Quadríceps,https://youtube.com/shorts/lP2djAIz7UU?feature=share,0,lesao_ligamento_cruzado_anterior;hernia_lombar;instabilidade_knee;artrose_grave;dores_lombares_agudas,quadriceps;estabilidade_knee;reabilitacao_lombar;fortalecimento_unilateral;controle_neuromuscular,squat
Passo Lateral com Elástico na Coxa,Glúteo Médio/Mínimo,https://youtube.com/shorts/Bf0n52AXrIQ?feature=share,0,lesao_acetabulo;artrose_grave;fratura_femoral;instabilidade_quadril;tenossinovite_bursite_isquiotibial;nenhuma,estabilidade_quadril;fortalecimento_abdutores;reabilitacao_lateral;prevencao_lesao_cotovelo;equilibrio_dinamico,unilateral
Passada com foco em Glúteos,Glúteo Maior,https://youtube.com/shorts/inlcyiYWTSk?feature=share,0,lesao_quadril_aguda;hernia_lombar;artrose_grave_quadril;instabilidade_knee;recuperacao_cirurgia_quadril,fortalecimento_gluteo;estabilidade_pelve;reeducacao_motora;reabilitacao_lombar;equilibrio_unipodal,unilateral
Desenvolvimento sentado com halteres PP,Deltoide Anterior,https://youtube.com/shorts/xf7dKI4jEWE?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;capsulite_adhesiva;tendinopatia_supraespinhal;hiperextensao_cervical;nenhuma,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_glenoumeral;melhora_postural;reeducacao_motora,push
Elevação frontal corda na polia,Deltoide Anterior,https://youtube.com/shorts/QwKMAPEtHQs?feature=share,0,tendinopatia_acromial;rotura_manguito_rotador;instabilidade_glenoumeral;artrite_acromioclavicular;epicondilite_lateral,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_glenoumeral;correcao_postural;reeducacao_motora,push
Abdominal Oblíquo de lado com pernas estendidas no Solo,Oblíquos,https://youtube.com/shorts/GG_KsWrljuI?feature=share,0,hernia_de_discos_lombares;escoliose_grave;lesao_lombar_aguda;distensao_abdominal;gravidez_terceiro_trimestre,estabilizacao_lombar;reabilitacao_abdominal;fortalecimento_obliquo;controle_neuromuscular;reeducacao_postural,rotation
Prancha com pes na bola,Transverso do Abdômen,https://youtube.com/shorts/pdzpOURKy4w?feature=share,0,hernia_abdominal;lesao_cervical;hipertensao_descontrolada;dores_lombares_agudas;labirintite,estabilidade_core;reabilitacao_lombar;propriocepcao;fortalecimento_abdominal;equilibrio,isometric
Coice na polia média,Deltoide Posterior,https://youtube.com/shorts/KYEcvj-oUFM?feature=share,0,lesao_acromioclavicular;rotura_manguito_rotador;instabilidade_acromioclavicular;artrose_glenoumeral;epicondilite_lateral,reabilitacao_ombro;fortalecimento_deltoide_posterior;estabilidade_scapular;correcao_postural,pull
Remada articulada pegada neutra,Latíssimo do Dorso,https://youtube.com/shorts/P3hHufKvGuo?feature=share,0,lesao_lombar_aguda;instabilidade_cervical;hernia_discal_lombar;epicondilite_lateral;rotura_tendao_bicipital,reabilitacao_dorsal;estabilidade_scapular;recuperacao_mobilidade_cotovelo;fortalecimento_posterior;reeducacao_muscular,pull
Rosca direta apoiado na parede,Bíceps Braquial,https://youtube.com/shorts/iOizZ3c_43U?feature=share,0,fratura_omoplata;lesao_tendao_biceps;epicondilite_lateral;instabilidade_ombro;hiperextensao_cotovelo,biceps;reabilitacao_cotovelo;estabilidade_ombro;fortalecimento_isometrico;reeducacao_muscular,isometric
Rosca concentrada na polia,Bíceps Braquial,https://youtube.com/shorts/MntBz7FeFss?feature=share,0,tendinopatia_bicipital;lesao_ligamentar_cotovelo;epicondilite_lateral;epicondilite_medial;instabilidade_cotovelo;fratura_cotovelo;nenhuma,fortalecimento_biceps;reabilitacao_cotovelo;estabilidade_articular;isolamento_muscular;progressao_exercicios,isometric
Agachamento livre com barra,Quadríceps,https://youtube.com/shorts/6uwHR1HCuiw?feature=share,0,lombalgia_aguda;hernia_de_discos;lesao_no_ligamento_cruzado_anterior;instabilidade_lombar;artrose_grave_do_quadril;nenhuma,reabilitacao_lombar;fortalecimento_quadriceps;estabilidade_lombar;controle_neuromuscular;progressao_de_carga,squat
Elevação lateral unilateral apoiado,Deltoide Lateral,https://youtube.com/shorts/_U4cnWUJXng?feature=share,0,tendinopatia_do_manguito_rotador;lesao_do_deltoide;ombro_congelado;instabilidade_acromioclavicular;artrite_acromioclavicular;nenhuma,ombro;reabilitacao_manguito_rotador;fortalecimento_deltoide;estabilidade_acromioclavicular;progressao_isolada,unilateral
Remada unilateral com halter deltóide posterior,Deltoide Posterior,https://youtube.com/shorts/LTZNDyIT10M?feature=share,0,lesao_acromioclavicular;instabilidade_glenoumeral;rotura_manguito_rotador;artrose_acromioclavicular;dores_cervicais_agudas,reabilitacao_ombro;fortalecimento_deltoides;estabilizacao_glenoumeral;correcao_postural;recuperacao_manguito_rotador,pull
Elevação frontal unilateral na polia,Deltoide Anterior,https://youtube.com/shorts/n9NeaXCxZ5w?feature=share,0,lesao_manguito_rotador;ombro_subluxado;capsulite_adesiva;artrose_acromioclavicular;epicondilite_lateral,ombro;reabilitacao_membro_superior;estabilidade_acromioclavicular;fortalecimento_deltoide,push
Desenvolvimento banco com halteres PN,Deltoide Anterior,https://youtube.com/shorts/XJGOGNkUXOA?feature=share,0,lesao_ombro;instabilidade_acromioclavicular;capsulite_adhesiva;tendinopatia_supraespinhal;artrose_ombro;nenhuma,reabilitacao_ombro;fortalecimento_deltoide;estabilidade_glenoumeral;reeducacao_muscular,push
Abdominal crunch de costas na polia,Reto Abdominal,https://youtube.com/shorts/XdPfpBKyoMM?feature=share,0,hernia_de_discos_lombares;hiperlordose_grave;dores_lombares_agudas;cirurgia_abdominal_recente;espondilolistese_grave;nenhuma,reabilitacao_lombar;fortalecimento_abdominal;estabilizacao_core;reeducacao_postural;recuperacao_pós_cirurgica,isometric
Elevação pélvica unilateral com elástico,Glúteo Maior,https://youtube.com/shorts/i7hRUhRKa5A?feature=share,0,hernia_lombar;ciatica_aguda;lesao_ligamentar_lombar;instabilidade_articular_lombar;fratura_recente_pelvica;nenhuma,estabilizacao_lombar;fortalecimento_gluteo;reabilitacao_pelve;equilibrio_unipodal;controle_neuromuscular,unilateral
Agachamento búlgaro halter contralateral,Quadríceps,https://youtube.com/shorts/TWYSRPfUMsc?feature=share,0,lesao_quadriceps;instabilidade_joelho;hernia_lombar;dores_cervicais;equilibrio_reduzido,fortalecimento_quadriceps;estabilidade_joelho;equilibrio;reabilitacao_lombar;progressao_unilateral,unilateral
Tríceps francês com halteres bilateral,Tríceps Braquial,https://youtube.com/shorts/tVFVkFZJE1g?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_acromioclavicular;artrose_ombro;tenossinovite,fortalecimento_triceps;reabilitacao_ombro;estabilidade_articular;progressao_exercicios,pull
Tríceps testa unilateral na polia neutra,Tríceps Braquial,https://youtube.com/shorts/2_6bWkhO38o?feature=share,0,lesao_ombro;epicondilite_lateral;instabilidade_articular_ombro;tenossinovite_tendao_triceps;artrite_ombro,fortalecimento_triceps;reabilitacao_ombro;estabilidade_cotovelo;progressao_exercicio_unilateral,pull
Tríceps pulley unilateral pegada pronada,Tríceps Braquial,https://youtube.com/shorts/NNFyMpvYnrs?feature=share,0,lesao_ombro;epicondilite_lateral;lesao_tendao_triceps;instabilidade_cotovelo;artrite_cotovelo;nenhuma,fortalecimento_triceps;reabilitacao_cotovelo;estabilidade_articular;progressao_isolada,pull
Manguito externo com miniband 45º,Manguito Rotador,https://youtube.com/shorts/G30SXeSiwxA?feature=share,0,fratura_acromial;luxacao_glenoumeral;rotura_completa_manguito;artrite_aguda;instabilidade_acromioclavicular,manguito_rotador;estabilizacao_scapular;reabilitacao_ombro;fortalecimento_excentrico;prevencao_injurias,isometric
